meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
Strawberry and vanilla cake with butter icing,44.25,3.89,20.39,370.54,Breakfast,0.05676346125784328,0.6457026119947468,0.2975339267474099,4,Endurance
Eggless cake,46.14,8.12,11.75,318.08,Breakfast,0.12301166489925769,0.698985002272383,0.17800333282835937,4,Endurance
Swiss roll,48.34,7.3,3.77,251.87,Breakfast,0.12287493687931324,0.8136677327049319,0.06345733041575492,1,HIIT
Pineapple pastry ,29.04,6.06,7.87,208.21,Snack,0.1410286246218292,0.6758203397719339,0.1831510356062369,4,Endurance
Black forest pastry,34.48,6.09,8.46,233.55,Breakfast,0.12420966755047931,0.7032429125025494,0.1725474199469713,4,Endurance
Coconut finger,42.56,7.09,8.86,274.86,Snack,0.1211758673730986,0.7273970261493762,0.1514271064775252,1,HIIT
Pineapple cake ,23.51,5.01,9.34,195.57,Snack,0.1323296354992076,0.6209720021130481,0.2466983623877443,4,Endurance
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),47.1,6.56,23.62,424.8,Snack,0.08488612836438923,0.609472049689441,0.3056418219461698,4,Endurance
Chocolate chip cookies,57.98,5.79,19.38,425.29,Snack,0.06963319302465425,0.6972940469031871,0.23307276007215877,4,Endurance
Sweet plain biscuit,50.29,5.86,17.67,380.76,Breakfast,0.07938228122460039,0.6812516933080467,0.23936602546735306,4,Endurance
Chocolate biscuit,51.56,5.88,17.09,379.76,Snack,0.07889440493760902,0.6918019589427077,0.22930363611968335,4,Endurance
Coconut biscuit (Nariyal ke biscuit),42.9,5.78,27.16,434.98,Snack,0.07621308016877637,0.5656645569620252,0.3581223628691983,4,Endurance
Sweet and salty biscuit (Meethay aur namkeen biscuit),45.09,6.15,22.39,407.96,Breakfast,0.08352573679206846,0.6123862556023361,0.30408800760559557,4,Endurance
Peanut biscuit,46.72,8.45,20.41,401.05,Snack,0.11180206403810532,0.6181529505160095,0.2700449854458852,4,Endurance
Pin wheel biscuit,54.56,5.4,18.66,404.6,Breakfast,0.06868481302467566,0.6939709997456118,0.23734418722971254,4,Endurance
Saffron biscuit (Kesar biscuit),59.7,6.05,22.01,458.61,Breakfast,0.0689380127620784,0.6802643573381951,0.25079762989972654,4,Endurance
Masala biscuit,45.18,6.06,20.75,393.64,Breakfast,0.08417835810529238,0.6275871648840116,0.2882344770106959,4,Endurance
Ice box cookies,56.09,5.7,14.44,374.24,Snack,0.0747737111373475,0.7357995539813722,0.1894267348812803,1,HIIT
Ginger bread man,60.26,6.61,11.01,365.0,Breakfast,0.08487416538263995,0.7737544940934771,0.14137134052388287,1,HIIT
Danish cookies,58.0,5.33,24.92,475.33,Snack,0.06039660056657224,0.6572237960339944,0.28237960339943347,4,Endurance
Short bread cookies,64.82,6.03,17.98,443.09,Snack,0.06788247213779129,0.7297084318360914,0.2024090960261173,1,HIIT
Coffee biscuit,46.55,6.9,23.0,416.57,Breakfast,0.09025506867233488,0.6088947024198823,0.3008502289077829,4,Endurance
Melting moments,55.84,5.71,21.78,437.91,Breakfast,0.06852274090963638,0.6701068042721708,0.2613704548181927,4,Endurance
Ginger biscuit (Adarak ke biscuit),58.44,5.98,18.31,417.91,Breakfast,0.07228333131874773,0.7063942946935815,0.2213223739876707,4,Endurance
Soyabean muthias,3.7,2.46,90.45,839.33,Lunch,0.025463202567022048,0.03829831280405755,0.9362384846289205,3,Balanced
Soyabean tikki,4.39,3.53,74.02,698.17,Lunch,0.04308030266048328,0.05357578716133756,0.9033439101781792,3,Balanced
Soyabean namak paras,4.65,2.65,89.83,838.46,Lunch,0.027283022753011428,0.04787398332132194,0.9248429939256667,3,Balanced
Peanut burfi (Moongfali ki burfi),48.14,9.31,36.84,550.99,Snack,0.09873793615441723,0.5105525506416375,0.39070951320394526,4,Endurance
Spinach peanut namak paras (Palak moongfali namak paras),6.62,1.65,78.51,740.16,Snack,0.019013597603134362,0.07628485826227241,0.9047015441345932,3,Balanced
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),7.63,2.08,80.04,758.89,Breakfast,0.02317548746518106,0.08501392757660167,0.8918105849582173,3,Balanced
Rice moong dal cheela (Chawal aur moong dal ka cheela),11.13,2.74,82.44,798.26,Lunch,0.028449797528813207,0.11556432353857336,0.8559858789326134,3,Balanced
Split bengal gram sweet rice (Channa dal sweet rice),41.07,4.15,0.64,190.21,Lunch,0.09049280418665505,0.8955516790231138,0.013955516790231139,1,HIIT
Sweet poori (Meethi poori),14.26,2.12,79.63,782.75,Lunch,0.02208103322570566,0.14852619518800125,0.8293927715862931,3,Balanced
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),60.0,9.84,18.41,441.08,Breakfast,0.1115014164305949,0.6798866855524079,0.20861189801699717,4,Endurance
Spinach burfi (Palak burfi),12.76,2.71,6.81,121.17,Snack,0.12163375224416519,0.5727109515260324,0.30565529622980253,4,Endurance
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),62.66,9.51,7.93,366.59,Breakfast,0.11872659176029964,0.7822721598002497,0.09900124843945068,1,HIIT
Sprouted moong daliya ,14.77,2.81,4.71,111.56,Snack,0.12606550022431584,0.6626289816061014,0.2113055181695828,4,Endurance
Sprouted moong poha ,26.6,5.59,6.89,192.6,Snack,0.14303991811668373,0.6806550665301946,0.1763050153531218,4,Endurance
Pearl millet ladoo (Bajra ladoo),50.98,9.61,8.06,319.66,Breakfast,0.13998543335761107,0.7426074289876184,0.1174071376547706,1,HIIT
Paushtik ladoo,60.34,7.65,24.98,485.87,Breakfast,0.08228460793804453,0.6490265677100139,0.26868882435194147,4,Endurance
Paushtik roti,26.59,7.17,1.51,149.26,Snack,0.20328891409129574,0.7538984973064928,0.042812588602211515,1,HIIT
Semolina carrot vada (Suji gajar vada),6.52,1.56,74.07,699.53,Lunch,0.018989653073645772,0.07936701156421182,0.9016433353621425,3,Balanced
Dhokla,30.68,13.45,5.28,216.49,Snack,0.2722121028131957,0.6209269378668286,0.10686095931997573,4,Endurance
Hot chocolate,9.02,3.43,4.61,90.01,Snack,0.20105509964830015,0.5287221570926143,0.27022274325908563,4,Endurance
Cold coffee (with cream),11.98,1.93,3.29,82.76,Breakfast,0.11220930232558139,0.6965116279069768,0.19127906976744188,4,Endurance
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),11.15,2.01,2.77,76.45,Snack,0.1261770244821092,0.6999372253609543,0.1738857501569366,4,Endurance
Flavoured milkshake,8.65,2.06,2.83,66.78,Snack,0.1521418020679468,0.638847858197932,0.20901033973412111,4,Endurance
Vermicelli porridge (Semiya/Seviyan porridge),10.56,2.5,2.98,78.4,Snack,0.15586034912718205,0.658354114713217,0.185785536159601,4,Endurance
Semolina upma (Suji/Rava upma),16.31,3.3,7.49,147.89,Snack,0.12177121771217711,0.6018450184501845,0.27638376383763835,4,Endurance
Vermicelli upma (Semiya/Seviyan upma),16.88,3.11,7.45,149.11,Snack,0.11333819241982508,0.6151603498542274,0.2715014577259475,4,Endurance
Rice upma,17.96,2.63,7.46,151.27,Lunch,0.09376114081996434,0.6402852049910873,0.2659536541889483,4,Endurance
Bread upma,12.6,2.8,7.75,129.51,Snack,0.12095032397408208,0.5442764578833693,0.3347732181425486,4,Endurance
Vegetable upma,16.46,4.73,6.63,146.47,Snack,0.1700215672178289,0.5916606757728253,0.2383177570093458,4,Endurance
Poha,35.05,6.09,14.14,294.53,Breakfast,0.11016642547033284,0.6340448625180897,0.25578871201157743,4,Endurance
Vegetable poha,21.52,4.89,8.07,180.52,Snack,0.1418213457076566,0.6241299303944314,0.23404872389791181,4,Endurance
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),19.42,6.97,5.11,154.89,Snack,0.22126984126984126,0.6165079365079366,0.16222222222222224,4,Endurance
Paneer stuffed cheela/chilla,19.16,11.44,8.89,205.19,Snack,0.2896935933147632,0.4851861230691314,0.22512028361610534,4,Endurance
Indian style egg bhujia (Anda bhujia (Indian style)),3.76,6.1,7.02,102.83,Breakfast,0.3613744075829384,0.22274881516587677,0.4158767772511848,0,Weight Loss
French omelette/omlet,0.41,10.03,18.86,211.04,Snack,0.342320819112628,0.013993174061433447,0.6436860068259386,0,Weight Loss
Puffy omelette/omlet,0.08,8.82,16.84,188.15,Snack,0.34265734265734266,0.003108003108003108,0.6542346542346542,0,Weight Loss
Orange omelette/omlet,1.68,8.93,16.84,194.66,Snack,0.32531876138433513,0.06120218579234973,0.6134790528233152,0,Weight Loss
Cheese and mushroom omelette/omlet,1.68,9.69,17.82,205.63,Snack,0.3319630010277492,0.05755395683453238,0.6104830421377184,0,Weight Loss
Spanish omelette/omlet,5.1,8.25,11.44,157.45,Snack,0.3327954820492134,0.20572811617587736,0.46147640177490923,0,Weight Loss
Mulligatawny soup,8.24,11.26,13.28,54.42,Lunch,0.34350213544844416,0.25137278828553994,0.40512507626601585,0,Weight Loss
Cream of carrot soup,5.69,8.27,12.35,59.77,Lunch,0.31432915241353093,0.21626757886735082,0.46940326871911814,0,Weight Loss
Cream of broccoli soup,3.72,8.97,12.75,56.14,Lunch,0.35259433962264153,0.14622641509433962,0.5011792452830188,0,Weight Loss
Cream of potato soup,6.14,8.1,12.05,60.2,Lunch,0.3081019399011031,0.23354887790034234,0.45834918219855464,0,Weight Loss
Almond soup (Badam ka soup),3.68,10.13,13.8,78.65,Lunch,0.36689605215501636,0.13328504165157554,0.49981890619340824,0,Weight Loss
Chicken stew,4.44,7.19,8.91,127.55,Dinner,0.3500486854917235,0.21616358325219087,0.4337877312560857,0,Weight Loss
Veg paneer stew,10.22,6.98,8.41,145.55,Dinner,0.27254978524014056,0.39906286606794217,0.3283873486919172,4,Endurance
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),26.37,4.37,7.27,191.27,Snack,0.11496974480399894,0.6937647987371743,0.1912654564588266,4,Endurance
Methi parantha/paratha,22.19,4.27,4.34,148.36,Snack,0.1386363636363636,0.7204545454545455,0.1409090909090909,1,HIIT
Bathua poori,13.85,2.35,59.14,598.79,Lunch,0.031191929917706397,0.1838332890894611,0.7849747809928325,3,Balanced
Gram flour poori (Besan poori),10.93,2.59,71.51,697.66,Lunch,0.030459837704339642,0.12854286722333294,0.8409972950723275,3,Balanced
Beetroot poori (Chukandar ki poori),12.29,1.91,52.18,527.66,Lunch,0.028773727026212715,0.18514612835191321,0.7860801446218741,3,Balanced
Peas poori (Matar ki poori),14.92,3.04,57.69,592.83,Lunch,0.040185062789160605,0.19722405816259087,0.7625908790482484,3,Balanced
Peas kachori (Matar kachori),13.25,3.21,57.51,584.68,Lunch,0.043395971339732324,0.17912667297553062,0.7774773556847371,3,Balanced
Pizza,9.94,6.85,8.72,146.77,Lunch,0.26852214817718545,0.3896511172089377,0.34182673461387697,4,Endurance
Bacon and mushroom pancake,8.47,6.82,10.6,157.67,Breakfast,0.2634221707222866,0.3271533410583237,0.4094244882193897,0,Weight Loss
Cheese and tomato pancake,10.66,5.15,9.28,147.39,Breakfast,0.20526106018334,0.42487046632124353,0.36986847349541646,4,Endurance
Minced meat pancake (with chicken),8.18,12.01,10.48,116.04,Breakfast,0.39158787088359964,0.26671014020215195,0.34170198891424847,0,Weight Loss
Eggplant/Brinjal rice (Vangi bhat),31.74,5.28,3.67,184.8,Breakfast,0.12976161218972723,0.7800442369132465,0.0901941508970263,1,HIIT
Kashmiri 'tahar',19.11,1.95,1.37,98.21,Snack,0.08693713776192599,0.8519839500668747,0.06107891217119929,1,HIIT
Cumin pulao (Jeera/Zeera pulao),23.61,2.47,3.2,135.24,Snack,0.08435792349726777,0.8063524590163935,0.10928961748633881,1,HIIT
Peas pulao (Matar pulao),18.42,3.89,1.9,108.87,Snack,0.16067740603056588,0.7608426270136308,0.07847996695580338,1,HIIT
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),19.72,3.6,2.3,116.53,Snack,0.1405152224824356,0.7697111631537861,0.08977361436377829,1,HIIT
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),21.55,3.44,2.58,125.51,Snack,0.12477330431628582,0.7816467174464998,0.09357997823721437,1,HIIT
Mutton pulao,11.26,6.52,10.78,130.77,Snack,0.2282913165266106,0.3942577030812325,0.3774509803921568,4,Endurance
Chicken pulao,11.17,6.07,8.48,108.24,Snack,0.23600311041990668,0.43429237947122856,0.3297045101088647,4,Endurance
Mexican rice,14.21,4.62,4.88,120.57,Lunch,0.19485449177562209,0.5993251792492619,0.20582032897511598,4,Endurance
Plain khitchdi (Plain khichri/khichdi),10.04,1.72,1.01,57.03,Snack,0.13469068128425998,0.7862176977290525,0.07909162098668755,1,HIIT
Instant idli (with semolina),43.4,9.16,3.61,247.29,Breakfast,0.16307637528930033,0.7726544418728858,0.06426918283781377,1,HIIT
Plain dosa,64.08,10.34,8.43,380.91,Lunch,0.12480386240193121,0.7734459867229934,0.10175015087507544,1,HIIT
Masala dosa mixed vegetable fillings,23.02,4.84,3.26,144.53,Snack,0.15552699228791775,0.7397172236503856,0.10475578406169667,1,HIIT
Masala dosa paneer fillings,29.76,10.31,8.84,243.12,Snack,0.21079533837661013,0.6084645266816603,0.18074013494172972,4,Endurance
Uttapam,36.28,6.18,9.03,255.95,Breakfast,0.12002330549621285,0.7046028355020392,0.1753738590017479,4,Endurance
Appam,13.28,3.12,22.63,267.7,Lunch,0.07993850883935434,0.3402510889059697,0.5798104022546758,3,Balanced
Beans and macaroni,14.24,4.58,7.01,136.08,Snack,0.1773132017034456,0.5512969415408441,0.2713898567557104,4,Endurance
Spaghetti bolognese,10.04,9.35,9.51,97.43,Snack,0.3235294117647059,0.34740484429065743,0.32906574394463667,0,Weight Loss
Meat and macaroni casserole,16.12,9.15,10.17,161.55,Dinner,0.2581828442437923,0.45485327313769747,0.28696388261851014,4,Endurance
Spaghetti with meat balls and tomato sauce,10.46,5.61,10.64,158.13,Snack,0.21003369524522653,0.3916136278547361,0.39835267690003745,4,Endurance
Spaghetti with paneer balls and tomato sauce,12.72,3.95,10.44,158.54,Snack,0.14570269273330874,0.46919955735890817,0.3850977499077831,4,Endurance
Lasagne with meat sauce,5.38,2.9,3.43,63.38,Snack,0.24765157984628525,0.4594363791631085,0.29291204099060636,4,Endurance
Home made egg noodles,42.92,6.55,4.37,240.84,Breakfast,0.12165676077265974,0.7971768202080238,0.0811664190193165,1,HIIT
Urad special dehusked,8.86,3.14,2.17,69.43,Snack,0.22159491884262528,0.6252646436132674,0.15314043754410728,4,Endurance
Arhar with spinach (Arhar dal aur palak),4.77,2.05,2.76,52.84,Snack,0.2139874739039666,0.4979123173277662,0.28810020876826725,4,Endurance
Green gram whole with baghar (Sabut moong dal with tadka),6.8,3.23,2.48,63.43,Snack,0.25819344524380494,0.5435651478816946,0.1982414068745004,4,Endurance
Urad sabut special,5.03,2.33,5.46,79.39,Snack,0.18174726989079562,0.3923556942277691,0.42589703588143524,4,Endurance
Kabuli channa curry,7.63,2.92,3.06,68.57,Dinner,0.21454812637766346,0.5606171932402645,0.224834680382072,4,Endurance
Besan gatte curry,16.26,7.75,10.72,189.38,Dinner,0.2231500143967751,0.46818312697955655,0.30866685862366827,4,Endurance
Dry masala chops,3.3,9.08,9.54,135.07,Dinner,0.4142335766423358,0.15054744525547445,0.4352189781021898,0,Weight Loss
Mutton korma,2.53,7.09,8.54,115.64,Snack,0.39041850220264324,0.13931718061674012,0.4702643171806168,0,Weight Loss
Shahi keema kofta curry,1.73,4.14,43.83,418.13,Dinner,0.08329979879275654,0.03480885311871228,0.8818913480885312,3,Balanced
Minced meat ball curry,2.86,6.82,7.85,109.79,Dinner,0.3890473474044495,0.16314888762122073,0.44780376497432967,0,Weight Loss
Boti kebab,3.06,9.22,9.27,132.86,Snack,0.4278422273781903,0.1419953596287703,0.4301624129930394,0,Weight Loss
Mutton seekh kebab,3.11,11.25,8.43,133.94,Snack,0.4936375603334796,0.13646336112329968,0.36989907854322074,0,Weight Loss
Indian lamb and egg curry (Nargisi kofta),2.07,3.84,34.7,335.75,Breakfast,0.09455799064269885,0.05097266683082984,0.8544693425264714,3,Balanced
Soya chunks sweet and sour (Nutrinugget sweet and sour),3.27,2.85,55.99,500.94,Snack,0.045886330703590404,0.05264852680727741,0.9014651424891322,3,Balanced
Soya chunks korma (Nutrinugget korma),7.67,3.86,9.5,131.43,Snack,0.183547313361864,0.364717070851165,0.45173561578697097,4,Endurance
Mushroom matar,5.33,2.79,4.11,70.77,Snack,0.22812755519215044,0.4358135731807032,0.33605887162714637,4,Endurance
Soya chunks and peas (Nutrinugget matar),5.82,3.03,5.11,82.62,Snack,0.21704871060171918,0.4169054441260745,0.3660458452722063,4,Endurance
Vegetable yakhni,1.94,1.18,43.8,406.06,Lunch,0.02514919011082694,0.04134697357203752,0.9335038363171356,3,Balanced
Vegetarian nargisi kofta curry,6.58,2.29,32.94,332.15,Dinner,0.05477158574503707,0.1573786175556087,0.7878497966993542,3,Balanced
Roast chicken,0.1,20.49,13.06,199.9,Dinner,0.6089153046062407,0.002971768202080238,0.38811292719167906,0,Weight Loss
Shahi chicken masala,4.07,9.82,12.02,163.7,Snack,0.3790042454650714,0.15708220764183714,0.46391354689309144,0,Weight Loss
Tomato chicken,2.13,10.57,6.71,111.68,Snack,0.5445646573930963,0.1097372488408037,0.34569809376609995,0,Weight Loss
Creamy chicken,3.13,13.52,9.57,152.87,Snack,0.5156369183829138,0.11937452326468345,0.3649885583524028,0,Weight Loss
Broccoli chicken ala king,5.34,7.97,7.57,119.56,Snack,0.3817049808429119,0.2557471264367816,0.3625478927203065,0,Weight Loss
Ginger chicken,5.6,8.24,8.24,129.17,Snack,0.3731884057971015,0.2536231884057971,0.3731884057971015,0,Weight Loss
Chicken sweet and sour,2.67,6.92,47.59,445.09,Lunch,0.1210213361315145,0.046694648478488976,0.8322840153899964,3,Balanced
Chicken korma,5.43,9.83,9.67,147.96,Snack,0.39430405134376256,0.2178098676293622,0.3878860810268753,0,Weight Loss
Bengal fish curry (Bengali machli curry),4.42,7.26,7.03,109.43,Dinner,0.38802779262426507,0.23623730625334044,0.37573490112239444,0,Weight Loss
Fish finger,4.47,5.66,55.82,542.9,Lunch,0.08582259287338893,0.06777862016679302,0.846398786959818,3,Balanced
Fish in coconut milk (Nariyal ke doodh ke saath machli),2.73,8.66,4.43,86.21,Snack,0.5474083438685209,0.17256637168141592,0.2800252844500632,0,Weight Loss
Prawn curry (with coconut) (Jhinga curry),3.1,8.54,6.93,109.55,Snack,0.45988152934841137,0.16693591814754982,0.37318255250403876,0,Weight Loss
Baked stuffed fish,2.12,16.14,5.43,121.96,Snack,0.6813001266357113,0.089489235964542,0.2292106373997467,2,Build Muscle
Fish pie,7.74,9.25,5.77,120.9,Snack,0.406414762741652,0.3400702987697715,0.2535149384885764,0,Weight Loss
Crispy baked fish,9.59,10.95,6.41,138.4,Snack,0.40630797773654914,0.35584415584415585,0.237847866419295,0,Weight Loss
Fish souffle,5.14,10.51,8.55,139.71,Snack,0.434297520661157,0.21239669421487603,0.353305785123967,0,Weight Loss
Potato curry (Aloo ki sabzi),10.42,1.52,4.47,89.56,Dinner,0.09262644728823888,0.6349786715417428,0.27239488117001825,4,Endurance
Egg curry (Anda curry),4.03,5.38,8.81,117.52,Breakfast,0.29527991218441274,0.22118551042810103,0.48353457738748634,0,Weight Loss
Vegetable curry with coconut ,7.19,2.77,4.66,83.07,Snack,0.18946648426812585,0.49179206566347466,0.31874145006839943,4,Endurance
Curd with potatoes (Dahi aloo),7.15,1.56,2.72,59.9,Snack,0.13648293963254593,0.6255468066491688,0.2379702537182852,4,Endurance
Potato kofta curry (Aloo kofta curry),2.78,0.56,49.08,455.4,Dinner,0.0106829454406715,0.053033193437619225,0.9362838611217092,3,Balanced
Yam kofta curry (Zimikand/Suran kofta curry),3.75,0.71,33.84,322.88,Dinner,0.018537859007832894,0.09791122715404699,0.8835509138381201,3,Balanced
Jackfruit kofta curry (Kathal ka kofta curry),3.17,0.8,33.83,321.08,Snack,0.021164021164021166,0.08386243386243386,0.894973544973545,3,Balanced
Spinach and potato (Palak aloo),5.91,1.63,2.82,57.17,Snack,0.15733590733590733,0.5704633204633205,0.2722007722007722,4,Endurance
Mooli bhujia,4.74,1.69,7.25,91.2,Snack,0.12353801169590643,0.34649122807017546,0.5299707602339181,4,Endurance
Bathua bhujia,3.63,2.26,7.29,90.9,Snack,0.1714719271623672,0.2754172989377845,0.5531107738998483,0,Weight Loss
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),6.09,8.21,9.36,142.48,Snack,0.3469991546914624,0.257396449704142,0.3956043956043956,0,Weight Loss
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),7.03,5.76,8.17,124.63,Dinner,0.27480916030534347,0.3354007633587786,0.38979007633587787,0,Weight Loss
Dry arbi (Sookhi arbi),11.11,2.12,8.97,134.95,Snack,0.09549549549549549,0.5004504504504503,0.40405405405405403,4,Endurance
Masala arbi,16.16,3.01,11.9,185.38,Snack,0.09687801738010943,0.5201158673962021,0.38300611522368844,4,Endurance
Peas brinjal bhartha (Matar baingan bhartha),5.02,2.05,6.05,84.55,Snack,0.15625,0.3826219512195122,0.4611280487804878,4,Endurance
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),4.5,1.83,9.27,110.81,Snack,0.11730769230769232,0.2884615384615385,0.5942307692307692,3,Balanced
Crispy okra/Crispy lady's fingers (Karare bhindi),4.35,1.91,70.4,657.76,Lunch,0.024915210018262454,0.05674406470127836,0.9183407252804591,3,Balanced
Beans foogath,3.26,2.03,9.22,105.06,Snack,0.13990351481736732,0.22467263955892486,0.6354238456237078,3,Balanced
Stuffed bittergourd (wet) (Bharwa karele),4.68,1.36,15.24,162.36,Snack,0.06390977443609022,0.21992481203007516,0.7161654135338346,3,Balanced
Jackfruit/Kathal (dry),4.56,0.93,51.78,488.97,Snack,0.016238868517548456,0.07962283918281822,0.9041382922996333,3,Balanced
Yam fried (Zimikand/Suran fried),5.47,0.79,51.79,491.76,Lunch,0.013608957795004309,0.09422911283376399,0.8921619293712317,3,Balanced
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",8.23,2.75,5.54,95.67,Snack,0.16646489104116224,0.4981840193704601,0.3353510895883777,4,Endurance
Vegetable jalfrezi,5.43,1.4,4.38,68.48,Snack,0.12488849241748437,0.4843889384478144,0.3907225691347011,4,Endurance
Dhansak (vegetarian),7.28,3.32,4.18,82.8,Snack,0.22462787550744248,0.49255751014884985,0.2828146143437077,4,Endurance
Cauliflower basket,3.97,5.21,5.88,90.95,Snack,0.3459495351925631,0.26361221779548477,0.39043824701195223,0,Weight Loss
Stuffed bottle gourd (Stuffed ghiya/lauki),4.36,5.84,5.8,93.19,Snack,0.365,0.2725,0.3625,0,Weight Loss
Ducheese potato,10.94,3.6,9.01,140.54,Snack,0.15286624203821658,0.4645435244161359,0.3825902335456476,4,Endurance
Roast potatoes ,14.52,1.53,2.35,87.32,Dinner,0.08315217391304347,0.7891304347826086,0.1277173913043478,1,HIIT
Stuffed baked potatoes ,11.03,3.82,4.39,100.2,Snack,0.19854469854469856,0.5732848232848233,0.22817047817047817,4,Endurance
Potato nests,11.05,5.71,4.77,111.62,Snack,0.2652113330236879,0.5132373432419879,0.22155132373432418,4,Endurance
Parsley potato,13.81,1.49,6.28,119.51,Snack,0.06904541241890638,0.6399443929564411,0.29101019462465244,4,Endurance
Creamed spinach and mushroom,3.17,2.28,44.14,419.62,Lunch,0.045977011494252866,0.06392417826174632,0.8900988102440007,3,Balanced
Fricassee of Mushroom,8.13,3.65,6.63,106.66,Snack,0.19826181423139597,0.44160782183595876,0.3601303639326453,4,Endurance
Cauliflower au gratin,9.13,4.45,10.2,145.9,Snack,0.18713204373423045,0.38393608074011776,0.42893187552565176,4,Endurance
Vegetable and cheese pie,8.76,4.03,8.28,126.88,Snack,0.1912672045562411,0.41575700047460845,0.3929757949691504,4,Endurance
Spinach souffle ,6.27,7.36,10.52,150.18,Snack,0.3047619047619048,0.2596273291925466,0.43561076604554866,0,Weight Loss
Beetroot and egg salad (Chukandar aur ande ka salad),3.4,3.36,6.45,84.92,Breakfast,0.25435276305828913,0.2573807721423164,0.4882664647993944,0,Weight Loss
Sour cream potato salad,9.05,2.89,8.13,121.9,Lunch,0.1439960139511709,0.450921773791729,0.40508221225710017,4,Endurance
Spring basket salad,11.61,3.36,11.3,160.46,Lunch,0.1279025504377617,0.4419489912447659,0.43014845831747245,4,Endurance
Chicken and tomato towers,2.36,6.9,6.99,100.55,Snack,0.4246153846153846,0.14523076923076922,0.43015384615384616,0,Weight Loss
Tomato aspic,5.02,6.87,0.26,50.37,Snack,0.5654320987654321,0.41316872427983536,0.02139917695473251,2,Build Muscle
Frozen frosty fruit salad (Phalon ka salaad),15.61,1.68,4.17,103.51,Snack,0.0782851817334576,0.7273998136067101,0.19431500465983223,1,HIIT
French dressing,3.68,0.32,79.65,733.77,Lunch,0.003825463239689181,0.04399282725642558,0.9521817095038853,3,Balanced
Mayonnaise without eggs,3.98,2.13,33.84,329.05,Breakfast,0.05331664580725907,0.09962453066332916,0.8470588235294118,3,Balanced
Curd dressing ,8.03,5.59,2.9,78.8,Snack,0.3383777239709443,0.48607748184019367,0.17554479418886199,4,Endurance
Carrot raita (Gajar ka raita),7.19,4.14,2.19,64.78,Snack,0.3062130177514793,0.5318047337278107,0.16198224852071005,4,Endurance
Pumpkin raita (Kaddu ka raita),6.02,3.74,1.88,55.6,Snack,0.32130584192439865,0.5171821305841924,0.16151202749140892,4,Endurance
Mint and peanut raita (Pudinay aur moongfali ka raita),7.31,7.05,6.19,112.05,Snack,0.3430656934306569,0.3557177615571776,0.30121654501216544,0,Weight Loss
Spinach raita (Palak ka raita),5.06,3.95,1.86,52.75,Snack,0.3633854645814168,0.46550137994480223,0.17111315547378106,4,Endurance
Bathua raita,5.31,4.13,1.76,54.4,Snack,0.36875,0.47410714285714284,0.15714285714285717,4,Endurance
Pineapple raita (Ananas ka raita),8.62,3.9,2.02,67.74,Snack,0.26822558459422285,0.592847317744154,0.13892709766162312,4,Endurance
Banana raita (Kele ka raita),13.51,4.13,2.07,89.03,Snack,0.20953830542871638,0.6854388635210552,0.1050228310502283,1,HIIT
Mango raita (Aam ka raita),8.23,3.9,2.14,67.37,Snack,0.2733006306937631,0.5767344078486335,0.14996496145760335,4,Endurance
Guava raita (Amarood ka raita),7.27,4.19,2.07,64.36,Snack,0.30968218773096823,0.5373244641537324,0.1529933481152993,4,Endurance
Grapes raita (Angoor ka raita),9.66,3.98,2.07,72.59,Snack,0.253341820496499,0.6148949713558243,0.1317632081476766,4,Endurance
Bottle gourd kheer (Ghiya/Lauki kheer),10.0,2.7,3.86,84.07,Snack,0.1630434782608696,0.6038647342995169,0.23309178743961353,4,Endurance
Pumpkin kheer (Kaddu ki kheer),10.44,2.76,3.86,86.35,Snack,0.16178194607268465,0.611957796014068,0.22626025791324736,4,Endurance
Apple kheer (Seb ki kheer),11.34,2.14,3.18,81.3,Snack,0.12845138055222088,0.680672268907563,0.1908763505402161,4,Endurance
Caramel custard (baked),14.95,5.11,5.01,122.7,Snack,0.2038292780215397,0.5963302752293578,0.1998404467491025,4,Endurance
Vanilla ice cream without egg,14.21,2.69,18.15,228.67,Breakfast,0.07674750356633381,0.4054208273894437,0.5178316690442225,4,Endurance
Vanilla ice cream with egg,11.71,4.16,17.02,214.85,Breakfast,0.12648221343873517,0.3560352690787474,0.5174825174825175,4,Endurance
Strawberry ice cream,12.26,4.15,16.96,215.61,Snack,0.12436320047947258,0.36739586454899603,0.5082409349715312,4,Endurance
Chocochip ice cream,16.75,4.23,17.93,241.45,Snack,0.10871241326137242,0.43048059624775126,0.4608069904908764,4,Endurance
