meal_name,Carbs,Proteins,Fats,Calories,Meal_Time,p_ratio,c_ratio,f_ratio,Food_Cluster,Meal_Plan
Choconut ice cream,23.13,5.04,18.49,273.96,Snack,0.10801543077582512,0.4957136733819117,0.39627089584226316,4,Endurance
Pear chocholate sunday,15.02,2.08,13.11,183.49,Snack,0.06885137371731215,0.49718636213174444,0.43396226415094336,4,Endurance
Chocolate sauce,43.21,1.91,10.39,263.2,Snack,0.03440821473608359,0.778418303008467,0.1871734822554495,1,HIIT
Coffee ice cream,14.09,3.15,9.43,150.62,Breakfast,0.11811023622047244,0.5283089613798275,0.3535808023997001,4,Endurance
Coffee pear alaska,19.36,2.88,13.22,203.99,Breakfast,0.08121827411167512,0.5459672870840383,0.37281443880428655,4,Endurance
Crunchy butterscotch,19.92,3.11,20.99,277.32,Lunch,0.07064970467969105,0.4525215810995003,0.47682871422080875,4,Endurance
Peach melba ice cream,16.31,2.06,14.51,200.85,Snack,0.06265206812652069,0.49604622871046233,0.4413017031630171,4,Endurance
Vanilla ice cream with apples in hot cherry sauce,22.75,1.73,11.45,196.32,Snack,0.048149178959087116,0.6331756192596716,0.3186752017812413,4,Endurance
Grape and orange whip,6.72,1.41,2.62,57.39,Snack,0.13116279069767442,0.6251162790697674,0.24372093023255814,4,Endurance
Honey banana cream,13.64,2.78,6.68,125.49,Snack,0.12034632034632033,0.5904761904761905,0.28917748917748914,4,Endurance
Raspberry bavarian cream,17.82,3.34,7.88,150.1,Snack,0.11501377410468319,0.6136363636363636,0.2713498622589532,4,Endurance
Fruit delight,9.11,2.09,7.09,107.09,Snack,0.11427009294696555,0.4980863860032805,0.38764352104975397,4,Endurance
Creamy chocolate mousse,9.53,6.85,18.16,230.52,Snack,0.198320787492762,0.2759119861030689,0.5257672264041691,0,Weight Loss
Cold lemon souffle,15.62,5.89,9.78,169.87,Snack,0.18823905401086607,0.49920102269095556,0.31255992329817833,4,Endurance
Cold orange souffle,16.27,5.94,9.82,173.19,Snack,0.18545113955666565,0.5079612862940992,0.3065875741492351,4,Endurance
Cold pineapple souffle,16.85,6.23,10.39,181.22,Snack,0.18613683896026295,0.5034359127576935,0.31042724828204366,4,Endurance
Cold vanilla souffle,16.29,6.22,10.32,179.54,Snack,0.18946085897045387,0.49619250685348765,0.3143466341760585,4,Endurance
Cold chocolate souffle,17.22,6.37,10.86,187.53,Snack,0.18490566037735848,0.499854862119013,0.3152394775036284,4,Endurance
Stewed fruit (with pear),18.22,0.25,0.32,74.32,Snack,0.013304949441192124,0.9696647152740819,0.01703033528472592,1,HIIT
Apricot fool,33.64,1.54,11.35,240.79,Breakfast,0.03309692671394799,0.7229744251020847,0.2439286481839673,4,Endurance
Pavlova,21.84,1.84,12.29,200.6,Snack,0.051153739227133725,0.6071726438698916,0.3416736169029747,4,Endurance
Apple crumb pudding,35.17,1.54,8.87,220.85,Snack,0.03378674857393594,0.7716103554190435,0.1946028960070206,1,HIIT
Steamed cake with chocolate sauce,29.06,4.49,19.01,301.91,Snack,0.0854261796042618,0.5528919330289193,0.3616818873668189,4,Endurance
Hot lemon souffle,16.31,5.29,7.93,155.25,Snack,0.17913985777175756,0.5523196749068744,0.2685404673213681,4,Endurance
Gulab jamun with milk powder,28.24,0.85,40.15,471.15,Lunch,0.012276140958983247,0.4078567302137493,0.5798671288272675,4,Endurance
Chum chum,28.27,1.52,1.92,130.05,Snack,0.04793440555029959,0.8915168716493219,0.06054872280037842,1,HIIT
Dil bahar,28.27,1.52,1.92,130.05,Snack,0.04793440555029959,0.8915168716493219,0.06054872280037842,1,HIIT
Rasbhari,28.27,1.52,1.92,130.05,Snack,0.04793440555029959,0.8915168716493219,0.06054872280037842,1,HIIT
Rajbogh,28.16,1.71,2.28,133.7,Snack,0.053188180404354586,0.8758942457231726,0.07091757387247279,1,HIIT
Rasgulla,25.79,1.38,1.75,118.64,Snack,0.04771784232365145,0.8917704011065007,0.06051175656984786,1,HIIT
Rasmalai,29.17,1.61,2.11,135.55,Snack,0.04895104895104895,0.8868957129826696,0.06415323806628154,1,HIIT
Khoa coconut burfi,36.55,9.98,26.01,411.45,Snack,0.13757926661152467,0.5038599393438102,0.358560794044665,4,Endurance
Danedar burfi,12.33,3.24,4.72,102.68,Snack,0.15968457368161657,0.6076885165105964,0.23262690980778708,4,Endurance
Semolina burfi (Suji/Rava burfi),47.1,3.47,16.86,348.67,Breakfast,0.05146077413614118,0.6985021503781699,0.2500370754856888,4,Endurance
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),17.02,1.75,12.66,186.18,Snack,0.0556792873051225,0.5415208399618199,0.4027998727330576,4,Endurance
Khoa ladoo,34.43,12.21,24.09,396.02,Lunch,0.17262830482115085,0.4867807153965785,0.3405909797822706,4,Endurance
Wheat and gram flour ladoo (Atta besan ladoo),50.5,9.38,29.86,501.7,Breakfast,0.10452418096723869,0.5627367951860931,0.3327390238466681,4,Endurance
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),48.02,5.44,25.45,441.84,Snack,0.0689392979343556,0.6085413762514258,0.3225193258142187,4,Endurance
Sesame chickpeas brittle (Til aur channe ki chikki),50.49,8.5,4.66,282.74,Breakfast,0.1335428122545169,0.7932443047918303,0.07321288295365279,1,HIIT
Murmura chikki,59.59,2.12,0.32,253.82,Breakfast,0.03417701112364985,0.9606641947444785,0.0051587941318716754,1,HIIT
Masala onion pakora/pakoda (Pyaaz ke pakode),6.48,2.05,57.61,551.64,Lunch,0.030994859389174477,0.0979739945570003,0.8710311460538253,3,Balanced
Masala green chilli pakora/pakoda (Hari mirch kay pakode),5.55,2.22,71.01,668.76,Lunch,0.028179741051028183,0.07044935262757045,0.9013709063214014,3,Balanced
Chicken pakora/pakoda,4.55,6.03,60.98,590.09,Lunch,0.08426495248742315,0.0635830072666294,0.8521520402459474,3,Balanced
Fish pakora/pakoda,4.55,5.97,59.52,577.03,Lunch,0.08523700742432895,0.06496287835522557,0.8498001142204454,3,Balanced
Paneer cutlet,7.62,4.59,69.38,672.2,Lunch,0.05625689422723373,0.09339379825959063,0.8503493075131755,3,Balanced
Sago cutlet/vadas (Sabudana cutlet/vadas),11.23,0.56,56.97,558.76,Lunch,0.008144269924374637,0.1633216986620128,0.8285340314136125,3,Balanced
Poshtik cutlet,7.39,2.0,50.94,496.45,Lunch,0.03315100281783524,0.12249295541190121,0.8443560417702636,3,Balanced
Egg cutlet (Anda cutlet),5.77,2.45,60.25,575.02,Breakfast,0.03578209434788959,0.0842704834233971,0.8799474222287134,3,Balanced
Minced meat cutlet,5.61,5.1,54.47,531.86,Lunch,0.07824486038662165,0.08606934642528383,0.8356857931880944,3,Balanced
Vegetable samosa,13.22,2.21,42.22,443.11,Lunch,0.038334778837814394,0.22931483087597573,0.7323503902862099,3,Balanced
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),9.7,4.39,76.32,745.5,Lunch,0.04855657560004424,0.10728901670169229,0.8441544076982634,3,Balanced
Masala urad dal vada,9.93,4.32,71.62,703.78,Lunch,0.05030860603237452,0.11563992081052753,0.8340514731570979,3,Balanced
Khaman (dhokla),5.36,1.92,2.8,54.73,Snack,0.19047619047619047,0.5317460317460317,0.27777777777777773,4,Endurance
Instant dhokla,24.11,7.66,9.37,207.11,Snack,0.1861934856587263,0.5860476421973748,0.22775887214389887,4,Endurance
Walnut chutney (Akhrot ki chutney),8.91,9.44,33.46,370.43,Snack,0.18220420768191467,0.17197452229299362,0.6458212700250917,3,Balanced
Saunth/Sonth chutney with ginger,20.62,0.28,0.11,84.22,Snack,0.013326987148976678,0.9814374107567825,0.005235602094240837,1,HIIT
Gun powder chutney,47.65,21.55,2.67,312.34,Lunch,0.2998469458744956,0.6630026436621678,0.03715041046333658,1,HIIT
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,36.72,12.88,15.88,346.36,Snack,0.19670128283445326,0.5607819181429443,0.24251679902260231,4,Endurance
Curd mint dip ,9.11,4.82,2.44,76.13,Snack,0.2944410507025046,0.5565058032987171,0.14905314599877825,4,Endurance
Curd vegetable dip,6.04,3.88,1.94,56.21,Snack,0.3271500843170321,0.509274873524452,0.16357504215851604,4,Endurance
Mayonnaise vegetable dip,4.8,3.01,23.44,241.27,Snack,0.09631999999999999,0.1536,0.7500800000000001,3,Balanced
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),20.51,4.03,6.31,150.68,Lunch,0.13063209076175042,0.6648298217179903,0.2045380875202593,4,Endurance
Tomato sandwich (grilled),21.29,6.26,9.39,189.92,Lunch,0.16946399566865186,0.5763400108283704,0.25419599350297784,4,Endurance
French sandwich (toasted),14.82,6.82,11.51,186.75,Breakfast,0.20573152337858222,0.4470588235294118,0.347209653092006,4,Endurance
Peanut butter cucumber sandwich,29.76,9.04,10.56,243.33,Snack,0.18314424635332252,0.6029173419773096,0.21393841166936792,4,Endurance
Mint and peanut sandwich,31.83,7.18,13.88,273.59,Snack,0.1357534505577614,0.6018150879183211,0.26243146152391755,4,Endurance
Spicy chutney sandwich,34.03,8.74,9.58,249.58,Lunch,0.16695319961795607,0.6500477554918815,0.18299904489016236,4,Endurance
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),22.62,12.58,16.77,285.78,Snack,0.24206272849720994,0.43525110640754283,0.3226861650952473,4,Endurance
Rolled sandwich,34.69,6.45,15.29,293.07,Lunch,0.11430090377458799,0.6147439305334041,0.2709551656920078,4,Endurance
Ribbon sandwich,24.76,6.26,13.37,239.26,Lunch,0.1410227528722685,0.5577832845235413,0.3011939626041901,4,Endurance
Checker board sandwich,25.94,7.37,24.65,348.37,Lunch,0.12715665976535542,0.4475500345065563,0.4252933057280883,4,Endurance
Submarine sandwich,13.6,6.09,15.32,216.92,Lunch,0.1739502999143102,0.38846043987432166,0.43758926021136824,4,Endurance
Cheese open sandwich,28.42,9.84,14.24,274.07,Lunch,0.1874285714285714,0.5413333333333333,0.2712380952380952,4,Endurance
Sunset and sunrise open sandwich,18.89,8.58,15.14,241.31,Lunch,0.20136118282093407,0.4433231635766252,0.3553156536024408,4,Endurance
Danish luncheon sandwich,17.77,9.03,10.1,193.82,Lunch,0.24471544715447155,0.4815718157181572,0.27371273712737126,4,Endurance
Chicken and corn open sandwich,19.21,8.63,8.83,188.16,Lunch,0.2353422416143987,0.523861467139351,0.24079629124625032,4,Endurance
Chocolate sponge cake,39.54,9.13,5.51,239.86,Snack,0.1685123661867848,0.7297895902547066,0.10169804355850867,1,HIIT
Chocolate swiss roll,26.97,6.01,19.76,306.08,Snack,0.11395525218050816,0.5113765642775882,0.37466818354190373,4,Endurance
Lemon curd filling,26.41,3.43,12.58,225.62,Snack,0.08085808580858087,0.6225836869401226,0.29655822725129655,4,Endurance
Jam filling,46.15,0.0,0.0,184.62,Breakfast,0.0,1.0,0.0,1,HIIT
Chocolate pastry,32.24,7.05,10.12,243.37,Snack,0.14268366727383122,0.6524994940295488,0.20481683869662012,4,Endurance
Assorted pastry,31.99,6.78,8.91,230.74,Breakfast,0.14219798657718125,0.6709312080536913,0.18687080536912754,4,Endurance
Orange gateau,27.01,4.78,6.02,178.05,Snack,0.12642158159217137,0.7143612800846337,0.1592171383231949,1,HIIT
Black forest gateau,30.57,5.94,8.58,217.82,Breakfast,0.1317365269461078,0.677977378576181,0.19028609447771125,4,Endurance
Lemon cake,43.1,5.29,20.63,373.85,Breakfast,0.0766444508838018,0.6244566792234135,0.2988988698927847,4,Endurance
Dundee cake,41.4,7.78,22.7,396.62,Breakfast,0.10823594880356151,0.5759599332220368,0.3158041179744018,4,Endurance
Victorian sandwich cake,44.74,5.18,19.83,373.09,Lunch,0.07426523297491039,0.6414336917562724,0.2843010752688172,4,Endurance
Chocolate eggless cake,43.45,6.66,13.19,312.01,Breakfast,0.1052132701421801,0.6864139020537126,0.20837282780410743,4,Endurance
Orange eggless cake,52.65,7.16,13.82,355.62,Breakfast,0.09724297161483092,0.7150617954638055,0.1876952329213636,4,Endurance
Chocolate glace icing,62.43,3.22,20.8,436.29,Snack,0.03724696356275304,0.7221515326778485,0.24060150375939848,4,Endurance
Butter icing,71.64,0.19,25.37,500.72,Breakfast,0.001954732510288066,0.737037037037037,0.2610082304526749,4,Endurance
Chocolate butter icing,61.72,3.21,24.77,469.59,Snack,0.03578595317725753,0.6880713489409143,0.2761426978818283,4,Endurance
Almond biscuit (Badam ke biscuit),52.14,6.25,19.7,407.74,Breakfast,0.08003585606351646,0.6676911256242797,0.25227301831220383,4,Endurance
Orange biscuit,62.11,3.63,11.01,354.78,Breakfast,0.04729641693811075,0.8092508143322475,0.1434527687296417,1,HIIT
Gingerman biscuit,55.24,6.26,12.73,357.43,Breakfast,0.08433248012932776,0.7441735147514482,0.17149400511922402,1,HIIT
Coffee drops,43.06,7.57,27.16,443.07,Breakfast,0.09731327934181772,0.5535415863221493,0.3491451343360329,4,Endurance
Christmas biscuit,60.97,5.67,15.88,406.07,Breakfast,0.06871061560833737,0.7388511875908871,0.1924381968007756,1,HIIT
Christmas wreath biscuit,58.07,5.43,15.01,386.05,Breakfast,0.069163163928162,0.7396509998726276,0.19118583619921029,1,HIIT
Christmas bell biscuit,60.79,5.66,15.84,404.85,Breakfast,0.06878113987118727,0.7387288856483168,0.1924899744804958,1,HIIT
Christmas star biscuit,74.54,3.54,10.04,392.03,Breakfast,0.04017249205628688,0.8458919655015887,0.11393554244212437,1,HIIT
Christmas tree biscuit,58.41,5.43,15.0,385.63,Breakfast,0.06887366818873668,0.7408675799086757,0.1902587519025875,1,HIIT
Chocolate cream shells,59.26,5.1,19.34,427.17,Snack,0.06093189964157705,0.7080047789725209,0.23106332138590202,4,Endurance
Jelly biscuit,55.24,4.23,19.33,404.61,Breakfast,0.053680203045685285,0.701015228426396,0.24530456852791876,4,Endurance
Cherry and walnut cookies,59.35,5.63,18.75,422.6,Snack,0.06723993789561686,0.7088259882957124,0.22393407380867072,4,Endurance
Cheese straws,30.61,9.83,24.28,382.0,Breakfast,0.151885043263288,0.4729604449938195,0.3751545117428925,4,Endurance
Butterfly biscuit,25.33,9.98,22.11,341.45,Lunch,0.1738070358760014,0.4411354928596308,0.3850574712643678,4,Endurance
Flan pastry,47.84,6.72,25.04,445.8,Breakfast,0.08442211055276382,0.6010050251256283,0.314572864321608,4,Endurance
Fruit flan,34.71,3.3,12.48,261.35,Snack,0.06535947712418301,0.6874628639334522,0.24717765894236485,4,Endurance
Orange cream flan,36.16,4.73,13.59,280.28,Breakfast,0.0868208516886931,0.6637298091042584,0.24944933920704843,4,Endurance
Fruit puree tart,30.42,3.35,16.83,286.5,Snack,0.06620553359683795,0.6011857707509881,0.3326086956521739,4,Endurance
Apple banana pie,32.12,3.13,11.39,243.99,Snack,0.06710977701543738,0.6886792452830188,0.24421097770154374,4,Endurance
Lemon chiffon pie,27.63,4.88,14.52,259.31,Lunch,0.10376355517754625,0.5874973421220497,0.308739102700404,4,Endurance
Orange chiffon pie,23.14,3.89,11.16,207.57,Snack,0.10185912542550407,0.6059177795234355,0.29222309505106053,4,Endurance
Cream buns,14.16,4.45,15.81,215.74,Snack,0.12928529924462523,0.4113887274840209,0.4593259732713539,4,Endurance
Savoury puffs,10.8,9.51,15.24,190.79,Snack,0.2675105485232067,0.3037974683544304,0.42869198312236284,0,Weight Loss
Choux swans,14.92,4.35,15.6,216.34,Snack,0.12474906796673359,0.4278749641525667,0.4473759678806998,4,Endurance
Potato aigrettes,8.01,2.35,54.24,530.03,Lunch,0.03637770897832818,0.12399380804953561,0.8396284829721363,3,Balanced
Cream horns,23.12,3.42,33.55,408.23,Lunch,0.056914628057913134,0.3847561990347812,0.5583291729073057,4,Endurance
Savoury cheese horns,21.38,5.66,20.71,295.15,Lunch,0.11853403141361257,0.4477486910994764,0.433717277486911,4,Endurance
Paneer patties,22.79,7.6,23.96,338.58,Lunch,0.13983440662373503,0.41931922723091075,0.44084636614535416,4,Endurance
Vegetable patties ,20.98,4.01,17.74,261.92,Lunch,0.0938450737186988,0.4909899368125438,0.41516498946875724,4,Endurance
Pearl millet infant food (Bajra shishu aahaar),62.1,11.98,6.62,362.44,Lunch,0.14845105328376704,0.7695167286245354,0.08203221809169764,1,HIIT
Sajina,66.87,10.81,3.03,345.26,Lunch,0.13393631520257712,0.8285218684177921,0.03754181637963077,1,HIIT
Cereal mix ,21.84,3.32,2.02,120.81,Breakfast,0.12214863870493009,0.8035320088300221,0.07431935246504782,1,HIIT
Pulse mix,16.0,3.16,0.54,83.29,Snack,0.1604060913705584,0.8121827411167513,0.02741116751269036,1,HIIT
Shishu ahar,17.42,2.61,1.43,93.37,Snack,0.12162162162162161,0.8117427772600186,0.06663560111835973,1,HIIT
Cereal pulse mix with amylase rice flour,27.8,4.27,2.74,151.57,Breakfast,0.1226659006032749,0.7986210858948578,0.07871301350186728,1,HIIT
Banana groundnut paste/puree,36.15,4.27,5.45,213.19,Snack,0.09308916503161106,0.7880967952910398,0.11881403967734902,1,HIIT
Rice dal porridge (Chawal dal ki khichdi/khichri),65.04,10.8,8.33,383.33,Lunch,0.1283117500297018,0.7727218724010931,0.09896637756920518,1,HIIT
Lentils and semolina porridge (Dal suji porridge/daliya),23.19,3.26,1.06,117.29,Snack,0.11850236277717192,0.8429661941112323,0.03853144311159578,1,HIIT
Spinach khichri (Palak khichri/khichdi),17.35,3.43,1.91,102.18,Snack,0.1511679153812252,0.7646540326134862,0.08417805200528866,1,HIIT
Vegetable mix,36.02,4.7,0.94,174.21,Breakfast,0.11281805088814209,0.8646183389342295,0.022563610177628417,1,HIIT
Lentils and wheat porridge (Dal wheat porridge/daliya ),8.36,2.71,0.94,52.54,Snack,0.22564529558701082,0.6960865945045794,0.07826810990840966,1,HIIT
Maize porridge,15.64,2.14,1.89,89.57,Snack,0.10879511947127606,0.7951194712760549,0.09608540925266902,1,HIIT
Spinach peanut burfi (Palak aur mungfali ki burfi),13.59,3.36,4.39,105.37,Snack,0.15745079662605435,0.6368322399250235,0.2057169634489222,4,Endurance
Split bengal gram burfi/fudge (Channa dal burfi),54.63,4.65,7.09,287.36,Breakfast,0.07006177489829743,0.8231128521922555,0.10682537290944703,1,HIIT
Chickpea flour cookies (Sweet besan rounds/cookies),39.64,4.29,3.42,207.01,Snack,0.09060190073917634,0.8371700105596621,0.07222808870116156,1,HIIT
Pearl millet mathri (Bajra mathri),7.42,1.82,83.12,785.08,Lunch,0.01970550021654396,0.08033780857514075,0.8999566912083153,3,Balanced
Sesame biscuit (Til ke biscuit),53.65,8.27,19.34,424.03,Breakfast,0.10177208958897366,0.6602264336697021,0.23800147674132413,4,Endurance
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),8.68,4.05,67.19,657.57,Lunch,0.05067567567567567,0.1086086086086086,0.8407157157157157,3,Balanced
Poshtik namak paras,19.52,6.49,56.58,613.39,Lunch,0.07858094200266376,0.2363482261775033,0.6850708318198329,3,Balanced
Soya chikki,62.89,7.18,15.51,423.7,Breakfast,0.08389810703435382,0.7348679598036925,0.18123393316195374,1,HIIT
Besan bathua chilla/cheela,40.65,11.48,18.57,373.82,Lunch,0.1623762376237624,0.574964639321075,0.2626591230551627,4,Endurance
Wheat flour and nuts ladoos (Atta nuts ladoos),44.31,9.46,19.19,391.9,Snack,0.12966008771929824,0.6073190789473684,0.2630208333333333,4,Endurance
Gram flour and semolina dhokla (Besan suji dhokla),25.92,8.52,7.1,198.91,Snack,0.2051035146846413,0.6239768897448243,0.17091959557053443,4,Endurance
Atta dal burfi ,40.64,6.66,12.47,298.8,Breakfast,0.11142713735987955,0.6799397691149407,0.2086330935251799,4,Endurance
Soya roti,40.03,9.18,9.23,283.96,Breakfast,0.1570841889117043,0.6849760438056126,0.1579397672826831,4,Endurance
Poshtik khichdi/khichri,15.64,3.04,1.88,93.37,Snack,0.14785992217898833,0.7607003891050584,0.0914396887159533,1,HIIT
Namkeen daliya,49.32,8.29,7.99,295.11,Breakfast,0.1263719512195122,0.751829268292683,0.12179878048780489,1,HIIT
Sprouts upma ,44.96,9.5,10.44,316.25,Breakfast,0.1463790446841294,0.6927580893682588,0.16086286594761168,4,Endurance
Semolina idli (Suji/Rava idli),33.67,9.34,3.47,206.39,Breakfast,0.20094664371772802,0.7243975903614458,0.07465576592082616,1,HIIT
Poshtik chilla/cheela,27.47,4.85,3.04,159.53,Snack,0.13716063348416288,0.7768665158371041,0.08597285067873303,1,HIIT
Stuffed bittergourd (dry) (Bharwa karela),2.49,1.29,22.38,217.65,Snack,0.04931192660550459,0.09518348623853212,0.8555045871559632,3,Balanced
Creamed spinach,4.44,5.18,6.39,96.91,Snack,0.32354778263585254,0.2773266708307308,0.39912554653341653,0,Weight Loss
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),9.18,1.93,2.8,68.35,Snack,0.13874910136592378,0.6599568655643422,0.20129403306973398,4,Endurance
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),9.33,1.93,2.75,68.49,Snack,0.1377587437544611,0.6659528907922913,0.19628836545324768,4,Endurance
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),9.15,1.95,2.75,67.82,Snack,0.1407942238267148,0.6606498194945849,0.19855595667870038,4,Endurance
